(biomarker,213392.0073380999)
(entity,196281.0495917213)
(cases,156535.07220329685)
(adoption,153573.02079586106)
(rare,132490.59024013332)
(reported,120823.50706499345)
(neuroma,118476.39370743898)
(conclusion,115179.76559689578)
(In,112226.43827389846)
(routine,107058.11545865313)
(cTn,104483.35955205913)
(findings,64810.483424436265)
(intake,62057.4957870585)
(prediagnosis,61963.44077677196)
(clinical,60574.917812462314)
(Traumatic,59296.98123514858)
(inverse,51636.20064730997)
(tool,48758.11733254187)
(contraception,48311.35603368081)
(users,48210.24689762278)
(association,47350.6139119212)
(evidence,39587.753829604306)
(implemented,37828.49329763529)
(b-carotene,31024.045143014922)
(dietary,30981.72038838598)
(routinely,30473.82333283867)
(Danish,30097.603291692514)
(20,30097.603291692514)
(increased,25399.965175619003)
(powerful,24379.058666270936)
(precise,24379.058666270936)
(hormonal,24155.678016840404)
(validated,23744.187346836796)
(currently,22855.367499629003)
(Hence,22855.367499629003)
(cardiotoxicity,22272.22643585246)
(BC,21693.788122590246)
(including,21670.27437001861)
(novel,20922.425922642728)
(limited,19793.876914802153)
(women,18761.716522553852)
(trastuzumab,15829.458231224531)
(doses,14489.246969865862)
(signature,10870.407813866757)
(anthracyclines,9538.851550669146)
(combination,8874.090220534965)
(neuromas,8368.544540244817)
(breast,7924.269847200043)
(MRI,7752.484222867985)
(techniques,7373.912806464666)
