
Corpus summary:
	 Training set size: 417 documents
	 Vocabulary size: 908 terms
	 Training set size: 3585 tokens
	 Preprocessing time: 7.881840894 sec

Finished training LDA model.  Summary:
	 Training time: 11.563453285 sec
	 Training data average log likelihood: -90.66181544437492

20 topics:
TOPIC_0;controversial;0.09814803612600864
TOPIC_0;convince;0.075157996738695
TOPIC_0;Scott;0.0655225403838948
TOPIC_0;interested;0.0618988356430147
TOPIC_0;develop;0.06113122001419495
TOPIC_0;swell;0.04924074873906256
TOPIC_0;three;0.04592792238899224
TOPIC_0;longer;0.040778925121371615
TOPIC_0;interface;0.0404470795797278
TOPIC_0;upon;0.03785695353285008
TOPIC_0;routine;0.03762396708324803
TOPIC_0;code;0.03120828258509507
TOPIC_0;pkp;0.030778857380382163
TOPIC_0;direction;0.03015999673420401
TOPIC_0;distribution;0.029834624795751816
TOPIC_0;McDonald;0.02856664783344083
TOPIC_0;character;0.028386050843986304
TOPIC_0;write;0.027993501030957924
TOPIC_0;additional;0.02278218285799446
TOPIC_0;elisp;0.021874686863193327
TOPIC_0;bottom;0.021379701641236953
TOPIC_0;nothing;0.014659830400501261
TOPIC_0;entirely;0.01445808176251841
TOPIC_0;intacc;0.012116674687568465
TOPIC_0;war;0.012067125538508675
TOPIC_0;state;0.011667845738599783
TOPIC_0;style;0.008292570619982894
TOPIC_0;Inc;0.0030109461973773784
TOPIC_0;virtually;9.367233636579318E-4
TOPIC_0;dimension;6.698533784545347E-4
TOPIC_0;believe;6.365660819302819E-4
TOPIC_0;well;5.85338622693537E-4
TOPIC_0;Macintosh;5.746253029908149E-4
TOPIC_0;avoid;5.742225200154093E-4
TOPIC_0;human;4.789034523838256E-4
TOPIC_0;obvious;4.393652441315461E-4
TOPIC_0;mar;3.835028999482925E-4
TOPIC_0;enough;3.7829307275969197E-4
TOPIC_0;administer;3.5366955741106796E-4
TOPIC_0;seem;3.482047736074299E-4
TOPIC_0;alt;3.341075962869221E-4
TOPIC_0;receive;3.1367564345050514E-4
TOPIC_0;companion;3.082064630599355E-4
TOPIC_0;cantaloupe;3.059981142501148E-4
TOPIC_0;Unix;2.967843335889958E-4
TOPIC_0;management;2.822825251622539E-4
TOPIC_0;pragmatic;2.7270951352002646E-4
TOPIC_0;publish;2.7148463241986865E-4
TOPIC_0;rethought;2.7145566129953985E-4
TOPIC_0;time;2.687796459003935E-4
TOPIC_0;Genzyme;2.673299712731804E-4
TOPIC_0;statement;2.6157515797952215E-4
TOPIC_0;reduce;2.5392474204589407E-4
TOPIC_0;Riordan;2.522545803452562E-4
TOPIC_0;real;2.4825392621042605E-4
TOPIC_0;thru;2.4640998183280636E-4
TOPIC_0;U;2.4269238778888932E-4
TOPIC_0;reply;2.3847383541828647E-4
TOPIC_0;belong;2.3426787511014066E-4
TOPIC_0;best;2.266374286348232E-4
TOPIC_0;deal;2.1735230637036254E-4
TOPIC_0;source;2.1436518855409654E-4
TOPIC_0;improvement;2.0563838849009582E-4
TOPIC_0;antenna;2.0465705334195674E-4
TOPIC_0;omni;2.0419405678299813E-4
TOPIC_0;distortion;2.0299426738906167E-4
TOPIC_0;Science;2.029018169199576E-4
TOPIC_0;med;1.986341042569399E-4
TOPIC_0;Xref;1.9841521194028405E-4
TOPIC_0;underground;1.9371910553272605E-4
TOPIC_0;juww;1.8959914163926516E-4
TOPIC_0;hp;1.868526264414185E-4
TOPIC_0;formatting;1.8664297351157896E-4
