(biomarker,681.8988245774085)
(entity,623.1144431483216)
(cases,575.4051425814257)
(cTn,569.0328122335616)
(adoption,489.08605349000334)
(rare,446.76129886106077)
(reported,445.61342413366674)
(neuroma,423.247546289426)
(conclusion,366.81454011750253)
(In,357.4090390888486)
(findings,354.155647128067)
(intake,352.70628857452164)
(routine,340.94941228870425)
(prediagnosis,338.5980370315408)
(tool,336.2466617743773)
(contraception,315.084284459906)
(users,303.3274081740886)
(inverse,282.16503085961733)
(association,268.36080622910333)
(validated,232.78615045918428)
(Traumatic,225.73202468769387)
(cardiotoxicity,221.0292741733669)
(evidence,216.32652365903994)
(implemented,210.15829609797382)
(clinical,192.30132638876924)
(20,188.1100205730782)
(Danish,188.1100205730782)
(neuromas,176.35314428726082)
(increased,175.1319134149782)
(b-carotene,174.00176903009734)
(MRI,171.65039377293385)
(routinely,169.2990185157704)
(dietary,169.2990185157704)
(powerful,166.94764325860692)
(precise,166.94764325860692)
(novel,163.4564525206463)
(accumulation,162.24489274427995)
(hormonal,157.542142229953)
(signature,157.542142229953)
(trastuzumab,155.19076697278953)
(BC,152.83939171562605)
(including,148.13664120129908)
(doses,142.05144088103788)
(techniques,131.67701440115474)
(investigated,131.67701440115474)
(currently,126.97426388682779)
(Hence,126.97426388682779)
(Given,112.86601234384693)
(BRD4,110.51463708668345)
(limited,108.16326182951997)
