(pa,23.513752571634775)
(pet,18.81100205730782)
(seroma,18.81100205730782)
(intake,18.81100205730782)
(signature,16.459626800144342)
(ctn,16.459626800144342)
(production,16.459626800144342)
(aspirin,16.459626800144342)
(prolactinoma,14.108251542980867)
(neuroma,14.108251542980867)
(low-dose,14.108251542980867)
(prognostic,13.621371043387192)
(contrast,13.26582461282826)
(suvmax,11.756876285817388)
(post-diagnosis,11.756876285817388)
(component,11.756876285817388)
(bet,11.756876285817388)
(68ga-pentixafor,11.756876285817388)
(protocol,11.756876285817388)
(abbreviated,11.756876285817388)
(traumatic,11.756876285817388)
(cardiotoxicity,11.675460894331879)
(cxcr4-targeted,9.40550102865391)
(transform,9.40550102865391)
(MSOT,9.40550102865391)
(mode,9.40550102865391)
(anti-her2,9.40550102865391)
(month,9.40550102865391)
(personal,9.40550102865391)
(brd4,9.40550102865391)
(membrane,9.40550102865391)
(CBC,9.40550102865391)
(fluorescent,9.40550102865391)
(barcode,9.40550102865391)
(vitamin,9.40550102865391)
(biomarker,7.783640596221253)
(anthracycline,7.783640596221253)
(os,7.783640596221253)
(case,7.175422626446614)
(primary,7.175422626446614)
(agent,7.175422626446614)
(subtype-specific,7.054125771490433)
(distinguish,7.054125771490433)
(nanoparticle,7.054125771490433)
(nac,7.054125771490433)
(perceive,7.054125771490433)
(homologous,7.054125771490433)
(derivative,7.054125771490433)
(cost,7.054125771490433)
(vitro,7.054125771490433)
